key,demand,full_load_hours
agriculture_chp_engine_network_gas,0.00000000000000E+00,3.60000000000000E+03
agriculture_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
households_collective_chp_biogas,0.00000000000000E+00,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
buildings_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,1.81982638763729E+05,6.30000000000000E+03
industry_chp_engine_gas_power_fuelmix,2.64707204709605E+03,6.00000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,8.57819690714350E+04,6.75000000000000E+03
industry_chp_ultra_supercritical_coal,6.83640000000000E+04,8.06000000000000E+03
energy_chp_combined_cycle_network_gas,4.76965714285714E+05,6.75000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,5.81837837837838E+04,6.00000000000000E+03
energy_chp_ultra_supercritical_coal,8.70750000000000E+04,8.00000000000000E+03
energy_chp_ultra_supercritical_lignite,4.06697142857143E+04,7.00000000000000E+03
energy_chp_supercritical_waste_mix,6.70533333333333E+04,6.00000000000000E+03