,Metervraag aardgas,Metervraag aardgas,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag warmtenet,Metervraag warmtenet,Metervraag waterstof,Metervraag waterstof,Metervraag biomassa,Metervraag biomassa,Metervraag olie,Metervraag aardgas,Metervraag elektriciteit,Metervraag elektriciteit,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal,Metervraag totaal
GM0865,86256.5,437668.7,4550.5,7112.1,0.0,0.0,0.0,0.0,0.0,14563.1,0.0,10650.6,432.2,2195.4,534593.4,14280.0,0.0,0.0,14561.9,0.0,563433.9
GM0866,48569.7,253890.9,2656.6,4083.3,0.0,0.0,0.0,0.0,0.0,10126.8,0.0,6051.3,251.70000000000002,1269.0,308538.7,8254.4,0.0,0.0,10125.4,0.0,326919.4
GM0867,141568.7,793139.8,4924.3,7582.0,44.2,272.2,0.0,0.0,0.0,21644.4,0.0,17748.0,450.8,3870.4,952477.4,16821.8,316.0,0.0,21642.7,0.0,991259.5
GM0873,63357.5,323715.2,3037.2,4142.1,0.0,0.0,0.0,0.0,0.0,12623.9,0.0,7889.0,278.0,1646.7,394964.8,9094.6,0.0,0.0,12623.0,0.0,416684.4
GM0879,61543.1,314139.6,2709.2999999999997,4116.9,0.0,0.0,0.0,0.0,0.0,10413.3,0.0,7654.6,255.9,1597.6000000000001,383347.3,8672.7,0.0,0.0,10412.1,0.0,402433.3
GM0880,42645.5,224957.5,2642.2,4057.9,0.0,0.0,0.0,0.0,0.0,9957.5,0.0,5315.6,250.5,1104.4,272956.1,8047.8,0.0,0.0,9956.1,0.0,290965.2
GM0882,118062.2,660473.0,4127.4,6095.2,0.0,0.0,0.0,0.0,0.0,17891.0,0.0,14789.4,374.2,3223.1,793358.7,13814.3,0.0,0.0,17889.6,0.0,825061.9
GM0888,46292.4,246848.2,2656.6,4143.5,0.0,0.0,0.0,0.0,0.0,10126.8,0.0,5786.1,251.70000000000002,1218.0,298949.9,8262.9,0.0,0.0,10125.4,0.0,317338.4
GM0889,36797.5,191006.5,2609.2999999999997,3794.8,0.0,0.0,0.0,0.0,0.0,9746.0,0.0,4561.0,248.0,968.7,232408.4,7616.8,0.0,0.0,9744.7,0.0,249758.0
GM0893,36566.7,190149.7,1876.0,2428.0,0.0,0.0,0.0,0.0,0.0,9633.5,0.0,4532.0,168.70000000000002,974.7,231292.6,5443.5,0.0,0.0,9632.1,0.0,246354.3
GM0899,93208.1,498305.0,3482.2,5183.4,0.0,0.0,0.0,0.0,0.0,14187.6,0.0,11666.7,314.90000000000003,2430.2000000000003,603192.9,11403.6,0.0,0.0,14186.4,0.0,628786.2
GM0907,46292.4,246848.2,2656.6,4037.3,0.0,0.0,0.0,0.0,0.0,10126.8,0.0,5786.1,251.70000000000002,1237.4,298949.9,8174.9,0.0,0.0,10125.4,0.0,317253.3
GM0917,304068.6,1563748.3,6833.9,9794.8,1967.8,13199.2,0.0,0.0,0.0,31776.8,0.0,38738.3,741.6,7665.6,1906681.7,25025.4,15167.4,0.0,31773.8,0.0,1978662.6
GM0928,154332.6,856635.7,5059.9,7839.3,158.6,1180.2,0.0,0.0,0.0,22572.8,0.0,19390.5,469.3,4115.5,1030388.5,17476.0,1338.5,0.0,22570.9,0.0,1071785.8
GM0935,414189.4,2083025.3,8112.2,11132.0,3482.2,23800.4,0.0,0.0,0.0,38733.9,0.0,52889.700000000004,949.5,10038.2,2550283.0,30222.9,27283.7,0.0,38731.3,0.0,2646577.7
GM0938,54144.8,281487.6,2690.6,4138.4,0.0,0.0,0.0,0.0,0.0,10335.0,0.0,6725.6,254.3,1404.8,342377.8,8482.1,0.0,0.0,10333.7,0.0,361204.0
GM0944,23744.9,129275.6,1053.6,689.4,0.0,0.0,0.0,0.0,0.0,7574.8,0.0,3022.7000000000003,81.60000000000001,648.9,156071.0,2471.7,0.0,0.0,7573.9,0.0,166101.5
GM0946,46532.8,247804.0,2656.6,3971.6,0.0,0.0,0.0,0.0,0.0,10126.8,0.0,5816.2,251.70000000000002,1243.0,300176.5,8115.9,0.0,0.0,10125.4,0.0,318420.3
GM0957,179419.9,979903.9,5316.2,8097.3,404.0,2990.6,0.0,0.0,0.0,23884.9,0.0,22616.2,507.40000000000003,4761.3,1181984.0,18674.3,3394.1,0.0,23883.0,0.0,1227936.6
GM0965,33349.6,178533.1,1653.4,2044.0,0.0,0.0,0.0,0.0,0.0,9482.3,0.0,4201.0,146.8,886.2,216123.4,4725.5,0.0,0.0,9480.8,0.0,230311.9
GM0971,75736.7,390360.6,3320.6,4762.9,0.0,0.0,0.0,0.0,0.0,13254.8,0.0,9435.7,301.2,1969.1000000000001,475536.7,10347.7,0.0,0.0,13253.8,0.0,499136.8
GM0981,36603.7,190413.0,1989.1,2797.9,0.0,0.0,0.0,0.0,0.0,9633.5,0.0,4536.5,180.4,917.2,231597.4,5878.8,0.0,0.0,9632.1,0.0,247093.5
GM0983,315918.8,1619854.5,6987.7,9839.6,2154.6,14483.2,0.0,0.0,0.0,32568.0,0.0,40263.3,767.6,8008.1,1976171.6,25594.8,16637.9,0.0,32564.5,0.0,2050979.3
GM0984,124131.9,689254.4,4383.9,6361.4,0.0,0.0,0.0,0.0,0.0,18868.0,0.0,15561.2,398.3,3391.3,828984.0,14529.9,0.0,0.0,18866.3,0.0,862386.6
GM0986,36603.7,190413.0,1951.3999999999999,2670.5,0.0,0.0,0.0,0.0,0.0,9633.5,0.0,4536.5,176.5,967.2,231597.4,5759.1,0.0,0.0,9632.1,0.0,246980.1
GM0988,36801.2,191035.7,2602.9,3693.0,0.0,0.0,0.0,0.0,0.0,9746.0,0.0,4561.6,247.20000000000002,922.1,232441.7,7460.0,0.0,0.0,9744.7,0.0,249648.5
GM0994,51878.4,268593.8,2681.0,4165.5,0.0,0.0,0.0,0.0,0.0,10251.9,0.0,6446.0,253.70000000000002,1303.5,326946.4,8398.3,0.0,0.0,10250.4,0.0,345604.5
GM0995,221586.4,1172808.1,5798.5,8415.1,938.1999999999999,6498.0,0.0,0.0,0.0,26186.6,0.0,28076.600000000002,584.7,5867.6,1422543.4,20659.8,7435.7,0.0,26185.0,0.0,1476819.5
GM1507,116560.8,654631.3,3942.7,5636.5,0.0,0.0,0.0,0.0,0.0,17827.7,0.0,14625.300000000001,355.0,3240.4,785855.3,13167.9,0.0,0.0,17826.4,0.0,816853.4
GM1509,112722.0,635392.6,3904.7,5576.3,0.0,0.0,0.0,0.0,0.0,17738.7,0.0,14163.6,350.8,3130.6,762304.2,12954.7,0.0,0.0,17737.4,0.0,792999.4
GM1525,105258.8,581402.5,3807.0,5203.0,0.0,0.0,0.0,0.0,0.0,17190.0,0.0,13228.300000000001,341.0,2846.8,699913.2,12191.7,0.0,0.0,17188.8,0.0,729291.5
GM1581,140480.3,789893.3,4907.6,7777.9,31.8,208.2,0.0,0.0,0.0,21583.5,0.0,17606.7,448.7,3850.1000000000004,948000.2,16978.6,239.9,0.0,21581.8,0.0,986807.8
GM1586,83638.2,439367.8,3355.2,4851.7,0.0,0.0,0.0,0.0,0.0,13385.9,0.0,10442.300000000001,304.1,2218.7000000000003,533447.6,10722.3,0.0,0.0,13384.9,0.0,557543.4
GM1598,61420.0,313404.0,2709.2999999999997,4161.5,0.0,0.0,0.0,0.0,0.0,10413.3,0.0,7640.3,255.9,1590.6000000000001,382473.8,8712.1,0.0,0.0,10412.1,0.0,401594.1
GM1621,159547.8,880320.3,5113.8,7392.6,205.8,1466.2,0.0,0.0,0.0,22912.3,0.0,20066.3,476.40000000000003,4338.900000000001,1059970.1,17317.4,1671.5,0.0,22910.3,0.0,1101882.7
GM1640,104015.5,574023.8,3807.0,5410.3,0.0,0.0,0.0,0.0,0.0,17190.0,0.0,13070.2,341.0,2862.7000000000003,691129.9,12414.1,0.0,0.0,17188.8,0.0,720733.8
GM1641,70744.8,362068.7,3308.6,4634.4,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,8835.6,300.3,1845.9,441637.3,10083.0,0.0,0.0,13163.2,0.0,464872.5
GM1652,81312.4,425973.6,3337.2,4714.7,0.0,0.0,0.0,0.0,0.0,13385.9,0.0,10145.9,302.3,2148.0,517430.2,10496.9,0.0,0.0,13384.9,0.0,541314.3
GM1655,87267.9,460485.7,3369.7999999999997,4743.2,0.0,0.0,0.0,0.0,0.0,13521.9,0.0,10912.9,305.1,2332.3,558669.7,10744.5,0.0,0.0,13521.0,0.0,582926.6
GM1658,42604.3,224689.2,2642.2,3921.4,0.0,0.0,0.0,0.0,0.0,9957.5,0.0,5309.7,250.5,1137.3,272640.9,7944.8,0.0,0.0,9956.1,0.0,290536.9
GM1659,62415.0,318415.2,3037.2,4065.7,0.0,0.0,0.0,0.0,0.0,12623.9,0.0,7766.900000000001,278.0,1614.8000000000002,388604.0,8987.0,0.0,0.0,12623.0,0.0,410220.0
GM1667,35352.6,185769.9,1691.9,2143.2,0.0,0.0,0.0,0.0,0.0,9482.3,0.0,4401.6,150.0,943.0,225568.9,4923.7,0.0,0.0,9480.8,0.0,239958.6
GM1669,60883.0,311554.2,2709.2999999999997,4160.1,0.0,0.0,0.0,0.0,0.0,10413.3,0.0,7571.6,255.9,1589.4,380021.3,8708.1,0.0,0.0,10412.1,0.0,399144.0
GM1674,234845.6,1232903.9,5980.9,8960.1,1158.0,7910.4,0.0,0.0,0.0,27150.5,0.0,29808.5,615.5,6099.1,1497639.5,21647.3,9068.4,0.0,27148.8,0.0,1555517.0
GM1676,109532.1,615754.4,3832.2,5247.5,0.0,0.0,0.0,0.0,0.0,17525.2,0.0,13773.7,342.7,3062.5,739087.0,12477.8,0.0,0.0,17524.0,0.0,769085.0
GM1680,71404.8,363873.0,3308.6,4674.2,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,8916.7,300.3,1859.7,444186.7,10138.9,0.0,0.0,13163.2,0.0,467486.7
GM1681,72347.4,367370.8,3308.6,4608.0,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,9031.8,300.3,1882.3000000000002,448750.0,10095.3,0.0,0.0,13163.2,0.0,472006.5
GM1690,66953.8,344234.3,3041.6,4055.5,0.0,0.0,0.0,0.0,0.0,12666.9,0.0,8347.7,278.3,1741.5,419529.1,9107.6,0.0,0.0,12666.0,0.0,441302.1
GM1695,29052.0,155823.9,1608.9,1793.6,0.0,0.0,0.0,0.0,0.0,9271.4,0.0,3696.8,142.5,795.1,188610.0,4336.3,0.0,0.0,9269.8,0.0,202195.6
GM1696,69460.0,357685.0,3296.0,4660.3,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,8668.6,299.1,1812.6000000000001,435802.5,10061.3,0.0,0.0,13163.2,0.0,459011.5
GM1699,95605.0,514362.1,3621.7,5094.5,0.0,0.0,0.0,0.0,0.0,15507.6,0.0,11981.6,325.7,2582.2000000000003,621962.5,11618.2,0.0,0.0,15506.6,0.0,649085.2
GM1700,89147.2,474583.7,3392.9,4856.3,0.0,0.0,0.0,0.0,0.0,13642.6,0.0,11137.9,307.1,2397.8,574873.8,10949.1,0.0,0.0,13641.6,0.0,599456.7
GM1701,52628.3,273582.0,2681.0,4018.9,0.0,0.0,0.0,0.0,0.0,10251.9,0.0,6538.6,253.70000000000002,1379.6000000000001,332774.6,8326.6,0.0,0.0,10250.4,0.0,351360.7
GM1705,129399.4,725510.4,4550.4,6564.2,0.0,0.0,0.0,0.0,0.0,20151.8,0.0,16226.800000000001,412.40000000000003,3556.7000000000003,871170.7,15079.4,0.0,0.0,20149.9,0.0,906412.7
GM1706,57055.2,294656.2,2690.6,4109.4,0.0,0.0,0.0,0.0,0.0,10335.0,0.0,7087.6,254.3,1498.6000000000001,358815.0,8548.5,0.0,0.0,10333.7,0.0,377698.7
GM1708,130300.7,731580.7,4581.1,6723.3,0.0,0.0,0.0,0.0,0.0,20332.0,0.0,16342.5,415.5,3595.8,878257.9,15309.7,0.0,0.0,20330.0,0.0,913917.2
GM1709,107517.6,598795.7,3821.6,5302.4,0.0,0.0,0.0,0.0,0.0,17354.3,0.0,13519.9,342.0,2975.2000000000003,719859.7,12434.1,0.0,0.0,17353.1,0.0,749645.3
GM1711,94617.3,507640.5,3580.0,5127.8,0.0,0.0,0.0,0.0,0.0,15037.9,0.0,11851.6,322.6,2550.3,614123.2,11573.4,0.0,0.0,15036.8,0.0,640723.9
GM1714,91026.4,486268.5,3443.6,5094.6,0.0,0.0,0.0,0.0,0.0,13837.9,0.0,11376.800000000001,312.1,2444.6,588679.3,11288.1,0.0,0.0,13836.9,0.0,613805.1
GM1719,75908.2,391353.5,3320.6,4715.5,0.0,0.0,0.0,0.0,0.0,13254.8,0.0,9456.9,301.2,1993.4,476721.7,10324.2,0.0,0.0,13253.8,0.0,500293.4
GM1721,82577.4,433062.1,3355.2,4775.7,0.0,0.0,0.0,0.0,0.0,13385.9,0.0,10308.9,304.1,2192.5,525939.7,10621.1,0.0,0.0,13384.9,0.0,549944.7
GM1723,28040.8,151379.4,1608.9,1894.1000000000001,0.0,0.0,0.0,0.0,0.0,9271.4,0.0,3576.1,142.5,769.5,183029.0,4410.3,0.0,0.0,9269.8,0.0,196688.8
GM1724,49920.2,258934.9,2675.5,4142.3,0.0,0.0,0.0,0.0,0.0,10251.9,0.0,6210.1,253.0,1303.0,315095.9,8365.7,0.0,0.0,10250.4,0.0,333715.5
GM1728,55509.3,287456.4,2690.6,4128.1,0.0,0.0,0.0,0.0,0.0,10335.0,0.0,6893.0,254.3,1450.6000000000001,349876.0,8518.1,0.0,0.0,10333.7,0.0,368729.9
GM1729,42345.5,223011.8,2642.2,4092.6,0.0,0.0,0.0,0.0,0.0,9957.5,0.0,5273.900000000001,250.5,1111.7,270669.5,8091.4,0.0,0.0,9956.1,0.0,288712.4
GM1730,94038.2,503459.9,3544.0,5035.1,0.0,0.0,0.0,0.0,0.0,14753.1,0.0,11774.7,319.90000000000003,2546.1,609285.5,11438.3,0.0,0.0,14752.1,0.0,635468.8
GM1731,92883.7,496558.2,3482.2,5005.5,0.0,0.0,0.0,0.0,0.0,14187.6,0.0,11624.1,314.90000000000003,2504.9,601078.7,11301.7,0.0,0.0,14186.4,0.0,626566.4
GM1734,129441.4,725799.5,4553.1,6657.7,0.0,0.0,0.0,0.0,0.0,20151.8,0.0,16232.2,412.7,3594.4,871506.9,15215.2,0.0,0.0,20149.9,0.0,906878.7
GM1735,98247.5,532739.5,3704.2,5191.4,0.0,0.0,0.0,0.0,0.0,16109.6,0.0,12321.6,333.2,2667.3,643319.7,11890.3,0.0,0.0,16108.5,0.0,671311.1
GM1740,55994.9,289661.7,2690.6,4159.3,0.0,0.0,0.0,0.0,0.0,10335.0,0.0,6953.2,254.3,1470.9,352626.5,8568.4,0.0,0.0,10333.7,0.0,371534.4
GM1742,95713.8,515034.7,3621.7,5139.2,0.0,0.0,0.0,0.0,0.0,15507.6,0.0,11994.9,325.7,2558.4,622757.1,11639.8,0.0,0.0,15506.6,0.0,649900.9
GM1771,117775.5,659432.3,3959.4,5738.1,0.0,0.0,0.0,0.0,0.0,17861.4,0.0,14755.6,356.7,3231.5,791997.3,13278.8,0.0,0.0,17860.1,0.0,823127.4
GM1773,48750.6,254383.1,2656.6,4038.8,0.0,0.0,0.0,0.0,0.0,10126.8,0.0,6067.900000000001,251.70000000000002,1276.9,309229.7,8217.7,0.0,0.0,10125.4,0.0,327578.3
GM1774,71451.2,364128.3,3308.6,4753.1,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,8922.6,300.3,1846.0,444494.9,10201.1,0.0,0.0,13163.2,0.0,467856.7
GM1783,303779.4,1562367.9,6828.3,9463.1,1967.8,13199.2,0.0,0.0,0.0,31740.7,0.0,38701.1,741.2,7803.200000000001,1904975.1,24824.7,15167.4,0.0,31737.7,0.0,1976716.6
GM1842,49805.5,258554.9,2675.5,4014.9,0.0,0.0,0.0,0.0,0.0,10251.9,0.0,6195.400000000001,253.0,1281.2,314586.7,8220.0,0.0,0.0,10250.4,0.0,333066.0
GM1859,126205.8,704682.3,4472.8,6616.2,0.0,0.0,0.0,0.0,0.0,19727.9,0.0,15822.0,405.2,3466.5,846743.7,14957.3,0.0,0.0,19726.2,0.0,881433.1
GM1876,104204.8,575222.6,3807.0,5347.6,0.0,0.0,0.0,0.0,0.0,17190.0,0.0,13092.300000000001,341.0,2858.1,692541.6,12345.7,0.0,0.0,17188.8,0.0,722071.1
GM1883,308840.8,1586639.6,6922.2,9729.0,2012.8,13548.4,0.0,0.0,0.0,32250.4,0.0,39353.0,751.8,7820.5,1934963.0,25216.100000000002,15561.5,0.0,32247.0,0.0,2008010.8
GM1884,76250.3,393174.9,3320.6,4673.8,0.0,0.0,0.0,0.0,0.0,13254.8,0.0,9502.1,301.2,1972.0,478930.4,10262.1,0.0,0.0,13253.8,0.0,502452.5
GM1891,50912.7,263002.3,2675.5,4093.0,0.0,0.0,0.0,0.0,0.0,10251.9,0.0,6327.7,253.0,1329.3,320272.5,8345.1,0.0,0.0,10250.4,0.0,338878.3
GM1892,120497.4,668689.6,4285.5,6154.0,0.0,0.0,0.0,0.0,0.0,18285.3,0.0,15097.6,390.1,3270.0,804320.1,14092.9,0.0,0.0,18283.6,0.0,836704.3
GM1894,120132.6,668108.6,4280.3,6356.1,0.0,0.0,0.0,0.0,0.0,18285.3,0.0,15051.2,389.5,3295.3,803328.6,14315.0,0.0,0.0,18283.6,0.0,835940.3
GM1895,119500.0,666591.2,4265.9,6271.7,0.0,0.0,0.0,0.0,0.0,18243.6,0.0,14970.0,388.40000000000003,3263.8,801099.1,14184.0,0.0,0.0,18241.9,0.0,833536.1
GM1896,56579.4,292216.3,2690.6,4160.4,0.0,0.0,0.0,0.0,0.0,10335.0,0.0,7026.6,254.3,1478.4,355839.7,8577.4,0.0,0.0,10333.7,0.0,374755.3
GM1900,277975.5,1438268.1,6505.8,9309.2,1673.2,11434.2,0.0,0.0,0.0,30032.8,0.0,35379.7,694.3,7267.6,1751739.5,23771.2,13107.6,0.0,30030.4,0.0,1818625.6
GM1901,94574.0,507382.7,3580.0,5108.1,0.0,0.0,0.0,0.0,0.0,15037.9,0.0,11845.800000000001,322.6,2530.8,613816.0,11532.5,0.0,0.0,15036.8,0.0,640374.5
GM1903,73138.6,372342.3,3308.6,4631.5,0.0,0.0,0.0,0.0,0.0,13164.2,0.0,9124.3,300.3,1883.5,454611.9,10118.0,0.0,0.0,13163.2,0.0,477897.2
GM1904,186724.1,1012996.3,5415.9,8343.0,462.59999999999997,3376.2,0.0,0.0,0.0,24334.3,0.0,23560.4,520.3,4969.900000000001,1223331.1,19244.1,3838.1,0.0,24332.4,0.0,1270761.4
GM1911,134855.1,761351.3,4672.5,6860.0,0.0,0.0,0.0,0.0,0.0,20863.7,0.0,16912.3,423.7,3769.8,913141.4,15721.7,0.0,0.0,20861.6,0.0,949745.9
GM1916,243209.5,1275528.7,6058.3,8982.0,1261.4,8628.2,0.0,0.0,0.0,27687.5,0.0,30877.5,629.4,5930.0,1549703.7,21592.6,9889.9,0.0,27685.8,0.0,1608924.8
GM1924,141923.9,794645.5,4924.3,7690.4,44.2,272.2,0.0,0.0,0.0,21644.4,0.0,17793.9,450.8,3920.0,954384.7,16978.4,316.0,0.0,21642.7,0.0,993343.3
GM1926,140256.5,789335.7,4904.3,7345.8,31.8,208.2,0.0,0.0,0.0,21566.8,0.0,17578.7,448.5,3830.0,947189.8,16519.7,239.9,0.0,21565.1,0.0,985532.1
GM1930,260991.1,1356126.7,6275.6,8821.4,1434.6,9760.0,0.0,0.0,0.0,28833.4,0.0,33192.1,659.2,6669.200000000001,1650410.6,22418.1,11194.3,0.0,28831.2,0.0,1712859.8
GM1931,154339.6,856681.1,5059.9,7712.7,158.6,1180.2,0.0,0.0,0.0,22572.8,0.0,19391.4,469.3,4215.2,1030441.9,17451.0,1338.5,0.0,22570.9,0.0,1071811.6
GM1940,150958.7,836850.2,5037.5,7808.0,145.4,983.6,0.0,0.0,0.0,22384.5,0.0,18964.8,466.8,4153.5,1006801.6,17458.7,1128.7,0.0,22382.7,0.0,1047801.4
GM1942,173911.8,953430.8,5243.7,8165.8,354.0,2571.8,0.0,0.0,0.0,23562.2,0.0,21906.7,497.7,4633.0,1149292.2,18530.0,2924.9,0.0,23560.2,0.0,1194311.6
GM1945,101792.1,560021.1,3777.5,5232.3,0.0,0.0,0.0,0.0,0.0,16996.3,0.0,12780.7,338.6,2773.1,674610.5,12115.7,0.0,0.0,16995.2,0.0,703713.6
GM1948,229438.8,1209250.5,5916.2,8700.1,1043.2,7227.8,0.0,0.0,0.0,26866.4,0.0,29101.100000000002,601.6,6062.900000000001,1467868.5,21273.6,8270.8,0.0,26864.6,0.0,1524281.7
GM1949,136527.3,771600.0,4767.5,7508.4,0.0,0.0,0.0,0.0,0.0,21036.4,0.0,17096.9,433.2,3811.4,925240.8,16517.3,0.0,0.0,21034.5,0.0,962811.6
GM1950,75519.0,388969.7,3320.6,4700.9,0.0,0.0,0.0,0.0,0.0,13254.8,0.0,9409.0,301.2,1978.5,473901.7,10295.0,0.0,0.0,13253.8,0.0,497444.0
GM1952,181460.9,989703.5,5331.1,8291.5,409.8,3012.0,0.0,0.0,0.0,23958.3,0.0,22877.9,509.0,4896.6,1194088.9,19021.5,3421.3,0.0,23956.4,0.0,1240491.8
GM1954,107653.6,600440.8,3821.6,5463.5,0.0,0.0,0.0,0.0,0.0,17354.3,0.0,13535.9,342.0,2973.2000000000003,721656.9,12592.8,0.0,0.0,17353.1,0.0,751600.5
GM1955,102858.7,567101.1,3798.1,5320.1,0.0,0.0,0.0,0.0,0.0,17147.9,0.0,12920.300000000001,340.2,2821.5,682898.6,12272.3,0.0,0.0,17146.7,0.0,712298.5
GM1959,145449.8,811177.5,4961.6,7832.8,63.8,392.8,0.0,0.0,0.0,21893.8,0.0,18250.3,454.8,4012.5,974902.9,17254.4,456.4,0.0,21892.0,0.0,1014532.4
GM1960,135132.0,762876.7,4674.8,6801.2,0.0,0.0,0.0,0.0,0.0,20863.7,0.0,16943.0,424.0,3775.4,914974.3,15671.9,0.0,0.0,20861.6,0.0,951527.1
GM1961,156232.4,864998.5,5067.5,7734.0,186.6,1345.0,0.0,0.0,0.0,22600.8,0.0,19636.8,471.8,4253.6,1040900.8,17522.8,1531.3,0.0,22598.9,0.0,1082563.5
GM1963,252017.1,1315573.9,6179.5,9017.4,1354.8,9255.2,0.0,0.0,0.0,28292.2,0.0,32026.9,645.2,6626.8,1599714.1,22462.2,10609.9,0.0,28290.3,0.0,1661073.9
GM1966,144649.4,807272.5,4951.8,7871.5,59.2,360.6,0.0,0.0,0.0,21792.3,0.0,18147.2,453.8,4008.4,970093.7,17279.4,419.7,0.0,21790.5,0.0,1009602.4
GM1969,176555.9,965999.5,5274.1,8170.6,369.8,2743.2,0.0,0.0,0.0,23702.3,0.0,22247.7,501.5,4850.5,1164846.6,18791.3,3112.3,0.0,23700.4,0.0,1210459.2
GM1970,132149.5,743388.0,4628.9,6876.5,0.0,0.0,0.0,0.0,0.0,20592.0,0.0,16581.2,419.7,3685.5,892151.2,15607.1,0.0,0.0,20589.9,0.0,928357.8
GM1978,112186.1,632147.5,3901.7,5609.7,0.0,0.0,0.0,0.0,0.0,17738.7,0.0,14098.5,350.40000000000003,3137.2000000000003,758458.8,12991.6,0.0,0.0,17737.4,0.0,789182.7
GM1979,145189.3,760279.4,7553.4,10035.0,0.0,0.0,0.0,0.0,0.0,32345.9,0.0,18144.600000000002,692.8000000000001,3805.8,923699.0,22078.9,0.0,0.0,32341.9,0.0,978085.9
GM1980,233476.2,1261856.1,8425.8,12363.8,191.2,1378.8,0.0,0.0,0.0,36120.5,0.0,29269.5,776.0,6256.2,1524641.6,27807.8,1569.6000000000001,0.0,36117.5,0.0,1590134.7
GM1982,251388.8,1315770.6,11594.5,15379.3,0.0,0.0,0.0,0.0,0.0,54636.6,0.0,31495.8,1041.8,6617.400000000001,1598782.0,34605.4,0.0,0.0,54629.9,0.0,1687972.8
GM1991,163218.1,892544.5,7004.9,10313.8,0.0,0.0,0.0,0.0,0.0,28694.2,0.0,20439.600000000002,647.0,4382.1,1076276.7,22333.4,0.0,0.0,28691.1,0.0,1127297.1
GM1992,211233.7,1146691.8,9279.5,13888.0,0.0,0.0,0.0,0.0,0.0,38070.8,0.0,26389.100000000002,860.5,5629.7,1384415.7,29641.7,0.0,0.0,38066.6,0.0,1452124.6
