GemeenteCode,Gemeentenaam,energetic_emissions_other_ghg_agriculture,energetic_emissions_other_ghg_buildings,energetic_emissions_other_ghg_energy,energetic_emissions_other_ghg_households,energetic_emissions_other_ghg_industry,energetic_emissions_other_ghg_transport,non_energetic_emissions_other_ghg_agriculture_fermentation,non_energetic_emissions_other_ghg_agriculture_manure,non_energetic_emissions_other_ghg_agriculture_other,non_energetic_emissions_other_ghg_agriculture_soil_cultivation,non_energetic_emissions_other_ghg_chemical_industry,non_energetic_emissions_other_ghg_other_industry,non_energetic_emissions_other_ghg_waste_management,indirect_emissions_co2,non_energetic_emissions_co2_agriculture_manure,non_energetic_emissions_co2_agriculture_soil_cultivation,non_energetic_emissions_co2_chemical_industry,non_energetic_emissions_co2_other_industry,non_energetic_emissions_co2_waste_management
GM0014,Groningen,0.0001305234749454792,7.192236945899884e-05,0.004430983200738447,0.0007564563586396121,0.00024525190784899004,0.0023706602751177677,0.035644378133829265,0.0012273694483727392,0.0,0.022329716460145334,0.0010356586131240468,0.007983984340743457,0.060331020433145456,0.005787948788614956,0.000447934593384141,0.0001683467842903318,0.000126474591094553,0.007064174953092135,0.0
GM0034,Almere,0.003919062066618424,4.410435262278106e-05,0.0038595589594427504,0.0006006520699917799,0.00017952260741097543,0.002449918452771005,0.0023818576281490903,0.0004933714959536777,0.0,0.005067890902296167,3.611236897274608e-09,0.005494281403543373,0.07844372140756112,0.005425183257825586,6.13407839412002e-05,0.0,0.000207022654696671,0.0069379249503802925,0.0
GM0037,Stadskanaal,7.569114520129229e-05,4.04792858230007e-06,0.0005390877924927106,0.00033189769841245477,3.349430139604762e-05,0.0002931972240433825,0.011483766586228631,0.0018233784031418429,0.0,0.011580702615521077,0.0,0.0009211074730842793,0.002194480121723626,0.0007576734504339612,0.000212877626014021,0.00014552346294534322,9.11464930234493e-05,0.0008863554756853561,0.0
GM0047,Veendam,4.810843769288643e-05,1.8962842164618863e-05,0.0005093475832831668,0.00025366063679265,4.895387628599906e-05,0.00036750926448167687,0.007130189953602204,0.0022971137625772023,0.0,0.007535935282689362,2.90245e-05,0.0008840848083847525,0.06239522065044417,0.000674391026629961,0.000137295038392202,9.02454592877537e-05,7.77218157564296e-05,0.0010979019867017104,0.0
GM0050,Zeewolde,0.00022535998034160253,3.0731464847260393e-06,0.0004113373755846011,0.0001318055102808799,7.449843780751888e-05,0.0009959731263940901,0.05909457713239729,0.006227375691858741,0.0,0.028184067617211806,6.018728162124384e-10,0.0012690466598414888,0.0020642399171462997,0.0005712778920225469,0.000504597548838327,1.379539174766337e-06,7.0656196142208706e-06,0.0010330390856949068,0.0
GM0059,Achtkarspelen,0.00023591835779943182,3.6465618984069007e-06,0.0005231281185344195,0.00034866532351946904,3.781525386099579e-05,0.00030644464092812655,0.039854579204057355,0.0016748887565132306,0.0,0.016183437454472198,0.0,0.0009168952982244073,0.0013647101941218298,0.0006851072056570577,0.000354695840353826,0.0001303683585534115,0.0,0.0008032854223050571,0.0
GM0060,Ameland,2.5088829237745542e-05,4.979049555252907e-07,0.0001667091637884972,5.110692801525243e-05,5.381398397494483e-06,5.037344684333849e-05,0.006551389436620468,0.0001339749890377573,0.0,0.0034972131778633867,0.0,0.00010149839700222723,0.00046039654764702795,9.269393978558617e-05,9.702237173516471e-05,3.0338130279016457e-05,0.0,0.00011079291147454058,0.0
GM0072,Harlingen,0.0002033600660397262,2.0948311742044166e-06,0.003888217250128224,9.717768995149052e-05,4.331955173709614e-05,0.0002959920252489642,0.008696338675667548,0.0009311053143901124,0.0,0.0028321843462670144,0.0,0.0004375774089254796,0.0011883885727246508,0.0003926834965639824,7.37068059308383e-05,1.116859767901578e-05,0.0,0.0011908356944500594,0.0
GM0074,Heerenveen,0.00022932789915350342,3.278352296854737e-05,0.0008773862715568902,0.0004393982455467754,6.909774379411223e-05,0.0010453053121220511,0.09076209807433656,0.0035323484932453216,0.0,0.040163228976742765,1.0360560000000002e-06,0.0024327392637219693,0.01953252368359112,0.0012234069304286209,0.00057708276199273,0.00023079073393863912,1.76640490355521e-05,0.0017042690785668347,0.0
GM0080,Leeuwarden,0.0002889079125731495,2.254639194490083e-05,0.0022503300211130567,0.000668048584096324,0.00013172877692926534,0.001463674930432495,0.10844716500160614,0.004911003646741165,0.0,0.04057606466139398,1.1134647099930115e-08,0.005508697770898019,0.009108325367378604,0.003081846041948217,0.000971000110468862,0.0002237170563453267,7.20693200650529e-05,0.003845085177074185,0.0
GM0085,Ooststellingwerf,0.00034069488978761284,4.725339080881427e-06,0.0004390660851483622,0.00031806246614731804,4.975064929485517e-05,0.000484325533501456,0.09787566594510405,0.00646013945767409,0.0,0.029878946891540838,0.0,0.0006084222324082316,0.007998376674632742,0.0006186286562925788,0.000516903393260981,0.0002588422283890267,1.41312392284417e-06,0.0007237188225619895,0.0
GM0086,Opsterland,0.00022453677789325847,3.899372682920931e-06,0.0005540364488900435,0.00038709036289733684,7.23160693681289e-05,0.0008744537430251621,0.09450978955121442,0.005182624167325643,0.0,0.03914376463968931,9.028092243186578e-09,0.0007452748314711907,0.002451404108173605,0.0007321020350593034,0.0005931228164998759,0.000281848555734572,4.66330894538577e-05,0.0008563400958593127,0.0
GM0088,Schiermonnikoog,1.8709449194602518e-05,1.3275282225818931e-07,1.703071060755313e-05,1.4670937568591637e-05,1.5307394299534357e-06,3.324513505979951e-05,0.001923345592337955,0.00020459293593364506,0.0,0.0007116969240452448,0.0,2.617437939316647e-05,0.00010037530043667482,2.3995671665913886e-05,1.09790616123771e-05,3.51264514524177e-06,0.0,2.9461476442188637e-05,0.0
GM0090,Smallingerland,0.00019443582420219292,9.670833009633207e-06,0.0011354308893632846,0.00038035869544682564,7.632226082497347e-05,0.0010993164961741685,0.0454645606261461,0.0021091002977312217,0.0,0.023584619226367218,0.0,0.001624207033794567,0.0072176476605947965,0.001361846947751369,0.00032289028755969903,0.00014467140548170038,9.46793028305597e-05,0.001593352606888909,0.0
GM0093,Terschelling,3.8329133148452616e-05,6.397874470482693e-07,8.454840088419753e-05,5.482610083565228e-05,5.244500537865154e-06,0.00010352447470582385,0.005146106644989361,0.00018158826814143047,0.0,0.0025409532966086793,0.0,0.0001308791474206938,0.00027234576764942147,0.00011912572025007012,6.620722321559e-05,1.641547912640901e-05,0.0,0.00014205452086368852,0.0
GM0096,Vlieland,1.6109376687337106e-05,1.7218298312608304e-07,2.2044828451401224e-05,1.0362239659025317e-05,1.4026770140927143e-06,1.8580011786688628e-05,0.00013153543519622157,5.480458860315343e-07,0.0,2.9574180916954142e-05,0.0,3.16855456746681e-05,6.874674910207769e-05,3.1060387181766734e-05,9.05713000574764e-08,0.0,0.0,3.650039340423912e-05,0.0
GM0098,Weststellingwerf,0.0003263497440012086,3.4163691673900837e-06,0.0006708280263449317,0.00030193305428597426,3.811975731827428e-05,0.0005505757298516378,0.1250212020993331,0.004068059091465965,0.0,0.05393091678699291,5.446948986722544e-08,0.0007651272455095359,0.001222217537933141,0.0006401432865255387,0.000626552302855019,0.0003021747986729878,0.0,0.0007491179894903883,0.0
GM0106,Assen,2.98752913380506e-05,1.1795047199449037e-05,0.001288722587617894,0.00036279317758614043,6.717397236901165e-05,0.0007085794880427272,0.005528492422760893,0.0007206903977261528,0.0,0.004970691461373279,0.0,0.001893147482109219,0.002030161412432621,0.001683125696188001,9.53410324943779e-05,6.34956855311739e-05,2.96756023797276e-05,0.0023506238443666318,0.0
GM0109,Coevorden,0.00026867858631382096,4.6422390183585136e-06,0.0012073889378079322,0.0003994551750017823,0.00010634227702782556,0.0010711121537569832,0.088399347650204,0.009184212831944588,0.0,0.0374726199948576,0.0,0.0009431908930908197,0.0025315320151717757,0.000861737023451392,0.0006545448320802049,0.00034121004871226,1.41312392284417e-05,0.0010084018490531714,0.0
GM0114,Emmen,0.015495988600843136,2.0620521886467e-05,0.002092584590107478,0.0009832056432815717,0.00013136531876966668,0.0012574227572757371,0.04445860705273734,0.008119353814449259,0.0,0.04606138184698163,0.0010021235599999999,0.003034459034418115,0.004145093821371066,0.0026431854552444126,0.000537993205401356,0.000366376606027727,0.00017028143270272298,0.004399483138654343,0.0
GM0118,Hoogeveen,0.00023021757037095113,7.335177331867972e-06,0.0009939710133941785,0.0003836946008145963,8.660138467654166e-05,0.0011975436102407001,0.035432642823214996,0.0020556775552174585,0.0,0.016442493600237675,6.620600978336799e-09,0.00509352296489575,0.003256801879228599,0.0013684715715778218,0.000247512707385883,0.00014913180395989932,5.58183949523449e-05,0.002127907672693257,0.0
GM0119,Meppel,0.00010112409798215915,4.457180021678088e-06,0.0006376754072888237,0.00022696852482439754,6.496697752611722e-05,0.0006115048662929207,0.02267707043918091,0.0007104758917549464,0.0,0.010692639861476763,0.0,0.0009689327572548648,0.0019997995238738254,0.0008286657988282504,0.000127826140373138,6.69898616690112e-05,1.13049913827534e-05,0.0009697994845452899,0.0
GM0141,Almelo,6.578876824867327e-05,2.8773428638003906e-05,0.0012835327530273065,0.00035838801671444847,0.0003403470505667757,0.0010341823892398435,0.018870422615847083,0.0013518212814949372,0.0,0.005270764868601033,0.03399198573667852,0.002468744201303272,0.014832756863289838,0.001801676288614527,9.34834115343387e-05,5.81726587872839e-05,0.029026994374873164,0.0022358946097243626,0.0
GM0147,Borne,7.693619580599263e-05,3.0976211782523605e-06,0.0004130504586597696,0.00016641245601028528,2.488322303210059e-05,0.0005163858258738881,0.00840609173595505,0.00027290399074934114,0.0,0.002109870025151021,0.0,0.0006633831565414308,0.00034293218040113083,0.0005819735544716067,4.75079215436265e-05,3.047528174106984e-05,1.41312392284417e-06,0.0006809639176609952,0.0
GM0148,Dalfsen,0.0005696159640011781,3.818624897601143e-06,0.0005097579881723304,0.00032118747643042887,4.3209396852608486e-05,0.00046696521879132285,0.09109984657982433,0.00943820023288074,0.0,0.022292992051608677,0.0,0.0007616306020241122,0.0016884960344497448,0.0007159723346942309,0.000455260302793854,0.0002040352640939689,7.77218157564296e-06,0.0008921350700687024,0.0
GM0150,Deventer,0.0002099741113496787,1.8215901442017698e-05,0.0018094345041559864,0.0004447563734150944,0.0001540401327249429,0.001576310163396111,0.04785814455584631,0.0036218139450531735,0.0,0.012828395375769755,0.004057376546268554,0.0028574157170653384,0.0031335619257046856,0.0024933378629448224,0.000276525304779791,0.00012013768516238931,2.11968588426626e-05,0.002918159934835882,0.0
GM0153,Enschede,0.00011399328689802479,2.103709259499805e-05,0.03313330269237379,0.0005666718493541711,0.00026302827496942397,0.001293605816684176,0.02069639244018056,0.0011065512168263014,0.0,0.008471312016220795,9.329028651292784e-09,0.004207258072980561,0.010343188466749666,0.003923500298938874,0.00019650175348161003,0.00010244896892276528,0.00014343207816868298,0.004845526588366627,0.0
GM0158,Haaksbergen,0.000199066676471588,3.1676389748780463e-06,0.0004205701893486327,0.00019863686902136108,5.398340959644672e-05,0.0003829418445669126,0.039545222363970116,0.004267479481103614,0.0,0.01040828752838642,0.0,0.0007074350511495726,0.0009944780153908635,0.0005925685902739325,0.000200528181845311,0.0001100774002341751,4.239371768532521e-06,0.0006931524073930741,0.0
GM0160,Hardenberg,0.0011976665066405095,1.8518279281619913e-05,0.0014735155170155097,0.0006139826413492684,9.86430791651428e-05,0.001084911538506478,0.1421349727398259,0.014740578697386481,0.0,0.04272980746864246,0.0,0.001590539649305229,0.01970065006172219,0.001512283686293835,0.000637186353767996,0.00035727600977735,0.0,0.0017695316991309966,0.0
GM0163,Hellendoorn,0.0002003719177401244,4.758632229648129e-06,0.0006256004864119408,0.00032618584029908774,4.5195869920905436e-05,0.0003269198525182914,0.04957608511462728,0.0060969229714181086,0.0,0.013097906945774031,0.0,0.0010877842409947208,0.001980480095721528,0.0008798078835555061,0.00023995069821580603,0.00013366285611120699,3.5328098071104298e-06,0.001065598310632148,0.0
GM0164,Hengelo (O),0.0001729845051868557,7.32383727602221e-05,0.024708981610905272,0.0003455747732789475,0.00011647712248093086,0.0010322276528381825,0.008509387391897277,0.00039255097032864515,0.0,0.0033100555766250165,0.0,0.0032385462951731894,0.026860819635884135,0.002008561864107519,7.17018056008796e-05,3.76352932590678e-05,0.00144633233503101,0.0030409985264199723,0.0
GM0166,Kampen,0.011390478739585265,7.2651068723286975e-06,0.0009583107214370702,0.0002675781393691558,8.315539274514103e-05,0.0007809457630579792,0.07988717637004226,0.00201781112913815,0.0,0.029579626153241213,2.437584905660377e-08,0.001566409391291251,0.0023161701751018083,0.0013474555292729794,0.000520928166721395,9.02479159609629e-05,2.3316544726928805e-05,0.002289044912374936,0.0
GM0168,Losser,0.00040941255120923467,3.0464065455505406e-06,0.000404676745575566,0.00019665246987764546,7.739545270371805e-05,0.00041646729794001615,0.040098198482318756,0.002749263985939222,0.0,0.010604065535662049,6.018728162124384e-10,0.0005575862222313052,0.0010272747998550174,0.0005701752875394008,0.00024113665425212302,9.938776018895458e-05,0.0,0.0006670757538607082,0.0
GM0171,Noordoostpolder,0.009466758946791512,3.652293595865087e-05,0.0008613677353579498,0.00036397032034559047,9.520221118841925e-05,0.0018653927963222059,0.04557647536334537,0.014868570214393263,0.0,0.05537895757007274,0.0,0.0037996830031778828,0.01762554471943822,0.0012128839058978549,0.0008749168447606839,6.063059664358231e-05,1.41312392284417e-05,0.0014246909134361556,0.0
GM0173,Oldenzaal,0.00010965662412508451,4.135087814588973e-06,0.0005469440226256902,0.00017043049235616507,5.56721133991901e-05,0.00031762882194117964,0.001017222578846624,2.2117506952821958e-05,0.0,0.0009971003389461152,0.0,0.0010505625944473907,0.0015487005168327082,0.0007706248722669068,2.17285525826258e-05,9.590027714967031e-06,2.11968588426626e-05,0.0009018549863625948,0.0
GM0175,Ommen,0.00019207640618810708,2.425354942677295e-06,0.0003226141703487996,0.0001899599237058544,4.674449132144557e-05,0.0005312339773358428,0.06237009224282005,0.010779244225719084,0.0,0.01819853205538383,0.0,0.0005197417773707959,0.0005967312356776869,0.0004545520081251174,0.00031789251211727606,0.0001505365045202184,0.0,0.0006227829524783432,0.0
GM0177,Raalte,0.000517194953157958,4.942616393339447e-06,0.0006581761449591231,0.0003511573278894561,5.648245001414543e-05,0.0005672181814065933,0.0958780736454892,0.01247762454267679,0.0,0.023382818657813626,0.0,0.0009838266437956558,0.0018218059405423351,0.0009262176545202997,0.000479770882849378,0.0002136855832332775,9.89186745990922e-06,0.0011743474970927388,0.0
GM0180,Staphorst,0.0004282027759448139,2.4159440664267246e-06,0.00032215262852022347,0.0001715077173283854,4.765672428158112e-05,0.0009293535391620048,0.07446103344013336,0.0020593414644541367,0.0,0.030557384006149328,0.0,0.0006201342206880328,0.001484491351685636,0.0004539017119376128,0.000383054695051162,0.00018405620376136047,2.1196858842662604e-06,0.0006042122708424829,0.0
GM0183,Tubbergen,0.0004684990382638271,2.8100219973199504e-06,0.00036495196754975144,0.00023070458137461843,3.780961400670791e-05,0.00025518619065788593,0.09092333596833378,0.006608323951196702,0.0,0.021302424582244413,0.0,0.0005504051800255422,0.0013257546992912809,0.0005135902959349111,0.00039146583986222807,0.0002066113196881495,0.0,0.000873171362071235,0.0
GM0184,Urk,9.506881867548275e-06,2.8279879900890186e-06,0.0003770963811170799,9.596179793500092e-05,6.517535970640327e-05,9.274833816854137e-05,0.0006348438448144047,0.0001064783374656056,0.0,0.0008797091736049816,0.0,0.0025771762393562805,0.00017433729686422563,0.0005313155250067319,1.05040803100461e-05,6.30666733646248e-07,0.0,0.0007148063400150426,0.0
GM0189,Wierden,0.000246400709447656,3.24776554791536e-06,0.00042910529458084425,0.00024206447081187064,3.9430519681676436e-05,0.000719254003247985,0.03935484414242027,0.004765058179542126,0.0,0.010248637523826055,0.0,0.0007228777220505601,0.0004078790231585823,0.0006045942530607428,0.00020611734485748,0.0001245539756343422,0.0,0.0007076945455917028,0.0
GM0193,Zwolle,0.0004493616322398276,2.8256503119248813e-05,0.0025938692456530456,0.0004134690338293139,0.00012983736812929714,0.002004556974532741,0.02824933708477871,0.002015114853898603,0.0,0.014095297996025265,3.2501132075471645e-08,0.006415535723038327,0.0047085505185859985,0.003218432958944393,0.000254883131189611,8.87940945315073e-05,7.2775882026475e-05,0.0038025977073498887,0.0
GM0197,Aalten,0.00016844654716183393,3.5053779973632493e-06,0.0004671975337299172,0.00027478812025267813,3.0195280407369495e-05,0.00024376671229090578,0.044460161721977656,0.007426831184381999,0.0,0.011681048418094414,0.0,0.0021100938714815436,0.0011728208064440302,0.0006560061527605591,0.000224119195944759,0.00013157603600838183,1.13049913827534e-05,0.0007675008161224926,0.0
GM0200,Apeldoorn,0.0010207235410198147,3.646427205069731e-05,0.0029201295454432045,0.00076526740339492,0.00043300544011220827,0.004103414296034385,0.0405077317900221,0.001762630696135291,0.0,0.009972725814173194,0.001530175977551888,0.006176050894126462,0.007556826286334412,0.004067302969959936,0.00021880808560699,0.00012560627434934321,0.004271376796328113,0.0049213296712773205,0.0
GM0202,Arnhem,0.00021025540597537697,2.955391328528246e-05,0.005503921880748007,0.00040259138427305494,0.0007904503981368252,0.0033647601098348023,0.0035799034311708396,8.873296153913819e-05,0.0,0.0015751953335299356,0.014940033610366069,0.010558626711422013,0.004683078878830441,0.003998694309239552,3.84877677452548e-05,1.2593617838645142e-05,0.012765850446339716,0.004680876207866717,0.0
GM0203,Barneveld,0.002412960703968095,8.084922079328743e-05,0.022888751647383025,0.00036872150821440987,0.00016270248090789058,0.0019860839787842594,0.10524834098090188,0.0047920773861092215,0.0,0.015990196947538365,2.7309028092243188e-06,0.003451702472767109,0.3311927092971818,0.0014720073385193827,0.000279283845531152,8.7540486578336e-05,0.00020348984488956099,0.001722503724277613,0.0
GM0209,Beuningen,0.0005062053914776158,0.00010062296966306507,0.006316165440179369,0.00019416390214686805,9.270621939265974e-05,0.0009930776510952445,0.010036236665369751,0.0007853066984816162,0.0,0.003816601559926387,0.0,0.0008532815353175312,0.06033728632139415,0.0006416432715602774,8.54503666531255e-05,2.8289819682666712e-05,0.0,0.0007638945073721158,0.0
GM0213,Brummen,0.0002023699131204545,2.8174695488970077e-06,0.0003712218077739372,0.00019780175292506542,0.0003791466368819652,0.0003014697697853845,0.02088387500413686,0.0008952876680651,0.0,0.007205432492224141,0.0,0.0007921997727202617,0.0007779611597778228,0.0005230384579854167,0.000193497331001469,6.373680684924581e-05,3.39149741482602e-05,0.0006137544852082505,0.002408348
GM0214,Buren,0.0006334288759394142,3.611876651080326e-06,0.000481623549653332,0.000298109596027504,2.4211422895272067e-05,0.00045615776556784133,0.0382506008507883,0.00528456016024421,0.0,0.01624470698161039,0.0,0.0006772798580067882,0.00011362070892395636,0.0006785906255096554,0.000433419191195841,0.00012691806312668878,0.0,0.0008014383067741098,0.0
GM0216,Culemborg,2.3332987886707963e-05,3.875523744512857e-06,0.0005120659835203458,0.000112215331978467,3.690662953644124e-05,0.0004187887461471279,0.0074238290552693315,0.00013557571666197548,0.0,0.0028708787980674323,0.0,0.0008814919205467795,0.0013792733303455579,0.0007214829430774364,7.924565465674879e-05,2.3829545076197863e-05,2.61427925726172e-05,0.0008448852252806631,0.0
GM0221,Doesburg,5.614266074307043e-06,1.400348495774386e-06,0.00018672863955219518,8.219696496171677e-05,1.0663482150770207e-05,8.016548983627972e-05,0.002691120131847286,0.0002452536225494868,0.0,0.001267169056609074,0.0,0.0002698980733607484,2.8300777139536212e-05,0.00026309407919420974,3.7020775015586404e-05,6.9962910481269905e-06,3.17952882639939e-05,0.0003081713069964345,0.0
GM0222,Doetinchem,0.00011848450345881127,7.722465323672611e-06,0.001063103304701826,0.0004121688670572902,0.0003454444919417359,0.0007482437690649083,0.021986320965773857,0.0038462859801897567,0.0,0.0070261441953270755,0.0,0.004232614821934432,0.0005122541789607297,0.0014500654668222653,0.00014223266404274302,8.051981376638371e-05,2.4729668649773e-05,0.0019868086733680155,0.0
GM0225,Druten,0.0003762099606804949,2.5962951024336223e-06,0.00034078627542025885,0.00015176387047358646,3.0616182219517415e-05,0.00032477145864887654,0.014759195986349987,0.0070890373374145055,0.0,0.004219111551763447,0.0,0.00046574615214295964,0.0008807165330480871,0.00047933696052762496,9.50803605311361e-05,3.34461678300879e-05,0.0,0.013281887661628624,0.0
GM0226,Duiven,0.0007690601655043039,1.11728689292486e-05,0.011690141332652707,0.00014419777759465356,6.419176075449303e-05,0.0005826014755790272,0.004896853477687456,0.00015561814970409575,0.0,0.00316211482203546,0.0,0.0008173468877312127,0.006760554555227572,0.0006444500533689301,7.82715564076995e-05,1.4125586084815819e-05,5.0165899260968206e-05,0.0009361734584045467,0.0
GM0228,Ede,0.0027669032902433717,2.4735024404006193e-05,0.002156822339053385,0.00059374752639147,0.0001908115263948358,0.002712441393573833,0.11787395454299117,0.008714583474920677,0.0,0.018710013646000584,0.0006014478349697888,0.0034667770177200723,0.01897791781813004,0.003014248872139843,0.000308075309211443,0.0001612710657845159,0.000724278739920923,0.0036531247784704793,0.0
GM0230,Elburg,0.0002580124113894532,6.820381720503334e-06,0.00041334631552917894,0.00019252173483860104,2.3564641274145283e-05,0.0005137419086907104,0.016163884316077345,0.000760900575838699,0.0,0.005357297049341913,0.0,0.0006156192680472618,0.0029781201977447888,0.000582390406384721,0.000112912844849082,4.93778213340837e-05,0.0,0.0006814815347439819,0.0
GM0232,Epe,0.0006882633258651265,4.318419937060377e-06,0.0005717467120149221,0.00029390585781494637,6.502644847812237e-05,0.0008552801701229061,0.0315151017139051,0.002017362818459009,0.0,0.008956817584881137,6.018728162124384e-10,0.0009197544058014436,0.0009644232847634578,0.0008055709884173199,0.0002141321578353,9.34999959007413e-05,1.27181153055975e-05,0.0009425283751380177,0.0
GM0233,Ermelo,0.0005580268999553331,7.62293490961826e-05,0.00047663006054490657,0.0001840176308751286,4.832747053728777e-05,0.0005004280575981323,0.01683921372427266,0.0005691830159546762,0.0,0.002785035392419852,1.1736519916142533e-08,0.0006782038745857345,0.0421580114564241,0.0006715549751557596,6.723926354472509e-05,2.127600791673303e-05,1.97837349198184e-05,0.0007860432392929647,0.0
GM0243,Harderwijk,0.00012254686416890193,1.1516439065557327e-05,0.0008846155995253659,0.00019778429564183214,0.00011808944989502518,0.0007875396156152576,0.003996055584654565,2.6825542652289333e-05,0.0,0.0008735982740120396,0.0,0.0013415618796085236,0.004813313260274046,0.0011903005853279717,1.65437333416845e-05,9.34632242682134e-06,1.34246772670196e-05,0.0015201180979366462,0.0
GM0244,Hattem,1.0866791033138966e-05,1.6503646248410577e-06,0.00021684574448698924,0.00011379796590135706,2.7451323141159056e-05,0.0006653574870415046,0.005040531288229734,0.0006587640437462504,0.0,0.002010076326381775,0.0,0.0003056500753924644,0.001333995763676656,0.00030552801974996724,5.4350306131298296e-05,7.566863283049111e-06,5.6524956913767e-06,0.00035863002467890565,0.0
GM0246,Heerde,0.00034084392414570534,2.4993720795755748e-06,0.00033123570457270664,0.0002145301874513741,4.66703879136119e-05,0.0005398835919283557,0.01459698147236467,0.0004565869058398564,0.0,0.005712881536154271,4.393671558350788e-08,0.0005916115461815357,0.0006848183732151784,0.00046669944631842286,0.00014687369333375,4.0421510218775003e-05,0.0,0.0005467350053460495,0.0
GM0252,Heumen,0.00015040067740196598,2.378773152300247e-06,0.00031933357373840296,0.0001364647476803436,1.6575014242090915e-05,0.00044609855012149607,0.009245373462843102,0.002835942858446773,0.0,0.0028415057502506162,0.0,0.0004221539453510876,0.0002315779188924574,0.0004469181307402012,6.87448395916298e-05,3.6541723410898e-05,0.0,0.0005249314628863666,0.0
GM0262,Lochem,0.0002152801305051593,5.097376225537841e-06,0.0005836077095192165,0.00035546223709468044,6.95913909597226e-05,0.0005098851908921563,0.07760129355575357,0.005856933998467051,0.0,0.022967137887467355,1.2037456324248767e-09,0.00093991964403916,0.003655267906547802,0.0008215298082604938,0.000514611609513177,0.0002355201198695614,0.0,0.0009645432707368415,0.0
GM0263,Maasdriel,0.003595396321812873,3.3706050399951004e-06,0.00045088332514727587,0.00027553792289596426,7.290608538999923e-05,0.0008659217644178322,0.022472124702445504,0.001764603958284381,0.0,0.006826670400850931,4.002454227812712e-08,0.002109104797476695,0.00043280912556172495,0.000633261100362368,0.000172818394248066,3.1830966790595e-05,0.0,0.013460063578945934,0.0
GM0267,Nijkerk,0.00020932147718791757,5.830888771445984e-06,0.0007785593327241037,0.0002615605359813625,8.406732869283152e-05,0.0007093697365758628,0.020271932918979024,0.0016836463789128967,0.0,0.00930825600748613,0.0,0.0023514080964784287,0.002651518230639043,0.001095493241030056,0.000183516527219176,7.17529700995298e-05,2.26099827655068e-05,0.0012817653929108222,0.0
GM0268,Nijmegen,0.0005058264229294524,5.774536056775027e-05,0.003179058094399115,0.00041133518169475026,0.0001958256706145447,0.001524331900736543,0.0003298796925242979,1.991180142503131e-05,0.0,0.0005229250779842364,8.010741398153842e-05,0.004941545286613023,0.0005356491385365024,0.004406961711500811,1.25290092755563e-05,3.33872742521581e-06,0.0011503720696230497,0.005552055908863884,0.0
GM0269,Oldebroek,0.0002206983613656811,3.1420285510221114e-06,0.0004203523062666028,0.00020988160499569973,5.121200811355182e-05,0.000674707029357495,0.02872573037985412,0.0011110914871839052,0.0,0.014466144668581347,0.0,0.0005682780911176367,0.0027491077401265757,0.0005903167039687127,0.00022460072543586102,8.873580936551989e-05,0.0,0.0007635669021198967,0.0
